C70000112AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE                                            CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004874AFSCME COUNCIL 13                                                                         CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005004AFSCME COUNCIL 31 POLITICAL CONTRIBUTION                                                  CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70000914AMALGAMATED TRANSIT UNION                                                                 CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70003017AMERICAN ASSOCIATION FOR JUSTICE                                                          CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000115+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000003312012
C70000120AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO                     CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000013038+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000003312012
C70002472AMERICAN FEDERATION OF TEACHERS, AFL-CIO                                                  CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000225322+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000003312012
C70003686AMERICAN FIRST CREDIT UNION                                                               CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70001847AMERICAN MEDICAL ASSOCIATION                                                              CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004684AMERICAN SOCIETY OF ANESTHESIOLOGISTS                                                     CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005335ARIZONA CREDIT UNION LEAGUE                                                               CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004056ARKANSAS EDUCATION ASSOCIATION                                                            CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005053ASSOCIATION FOR COMMUNITY ORGANIZATIONS FOR REFORM NOW (ACORN)                            CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70003819BELLO CREDIT UNION                                                                        CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004908BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN                                          CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000004667+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000011082011
C70003009BUSINESS COUNCIL OF ALABAMA                                                               CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005418CALIFORNIA FEDERATION OF TEACHERS, AFT, AFL-CIO                                           CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004791CALIFORNIA NURSES ASSOCIATION/NATIONAL NURSES ORGANIZING COMMITTEE                        CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70003611CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION                                                   CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70003199CALIFORNIA STATE COUNCIL OF SERVICE EMPLOYEES                                             CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70001227CALIFORNIA TEACHERS ASSOCIATION                                                           CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004692CARPENTERS DISTRICT COUNCIL OF KANSAS CITY AND VICINITY                                   CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004825CFT COPE                                                                                  CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004510CHANGE TO WIN                                                                             CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000003312012
C70004718CHICAGO AND MIDWEST REGIONAL JOINT BOARD UNITE HERE                                       CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004163CIVIL SERVICE EMPLOYEES POLITICAL ACTION FUND                                             CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70000211COMMUNICATION WORKERS OF AMERICA                                                          CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005285COMMUNICATIONS WORKERS OF AMERICA                                                         CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004627CULINARY WORKERS UNION LOCAL 226                                                          CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004445CYPRUS FEDERAL CREDIT UNION                                                               CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70003389DELAWARE STATE EDUCATION ASSOCIATION INC                                                  CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70003694DESERET FIRST CREDIT UNION                                                                CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70001060EDUCATION MINNESOTA                                                                       CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004957FLORIDA ALLIANCE OF PLANNED PARENTHOOD AFFILIATES                                         CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70003553FLORIDA EDUCATION ASSOCIATION                                                             CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000001064+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000001312011
C70005327GEORGIA CREDIT UNION LEAGUE                                                               CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70000278HAWAII GOVERNMENT EMPLOYEES  ASSOCIATION                                                  CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000560+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000003312011
C70005301HAWAII STATE TEACHERS ASSOCIATION POLITICAL ACTION COMMITTEE FUND                         CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004569HUMAN RIGHTS CAMPAIGN                                                                     CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000015175+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000004132012
C70005236IBEW LOCAL 494                                                                            CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70003108INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS                                                CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70001979INTERNATIONAL BROTHERHOOD OF TEAMSTERS                                                    CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000001115+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000006302011
C70004783INTERNATIONAL LONSHORE AND WAREHOUSE UNION COAST PRO-RATA COMMITTEE                       CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70002118INTERNATIONAL UNION OF OPERATING ENGINEERS                                                CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005343J  P MORGAN CHASE BANK N A                                                                CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005269JORDAN CREDIT UNION                                                                       CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70003603KENTUCKY EDUCATION ASSOCIATION                                                            CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005434KS CREDIT UNION ASSOCIATION                                                               CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004817LABORERS LOCAL 341 LIUNA                                                                  CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004171LABORERS' INTERNATIONAL UNION OF NORTH AMERICA                                            CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005038LABORERS' INTERNATIONAL UNION OF NORTH AMERICA LOCAL #113                                 CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70004890LABORERS' LOCAL 652                                                                       CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
C70005103LABORERS' MID-ATLANTIC ORGANIZING COALITION                                               CUQ+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+000000000+00000000000000000
