H2AK00093URQUIDI, DOUGLAS C                    C1DEM00000002730000000000000000250900000000000000000000-0000022350000000000000000000000000000000000000000000000000000000025210000000273AK00       000000000000000000000331201200000000000000000000
H4AK00057VONDERSAAR, FRANK J                   C1DEM0000000300000000000000000001000000000000000000000000000002000000000000000000030000000000000000000000000000000000000003000000000000AK00       000000000000000000000331201200000000000000000000
H6AK00045YOUNG, DONALD E                       I2REP0000626228000000000000002452170000000000000017074200005517530000000000000000000000000000000000000000000000000000000000000000433998AK00       000019063000000000000331201200000023500000001000
H0AL01030GOUNARES, PETER HUNTER                C2REP0000015075000000000000000149430000000000000000000300000001340000000000000000433000000000000000001528000000000000000171570000010545AL01       000000000000000000000331201200000000000000000000
H2AL01077BONNER, JOSIAH ROBIAS                 I2REP0000873097000000000000009597000000000000000027981100001932080000000000000000000000000000000000000000000000000000000000000000466365AL01 W     000039653400000000000331201200000000000000000000
H2AL01176YOUNG, LARRY DEAN JR                  C2REP0000234850000000000000002340660000000000000000000000000007840000003050000019000000000000000000075000000000000000001150000000041645AL01       000000000000000000000331201200000000000000000000
H2AL01184RIEHM, PETER (PETE) J A               C2REP0000039834000000000000000323000000000000000000000000000103370000000000000000500000000000000000000000000000000000000050000000034834AL01       000000000000000000001231201100000000000000000000
H2AL01192RAILEY, CURTIS MONROE                 C3IND0000018015000000000000000103630000000000000000000000000076520000000000000001000000000000000000000000000000000000000100000000008015AL01???????000000000000000000000331201200000000000000000000
H0AL02087ROBY, MARTHA                          I2REP0000763914000002046700003296630000000000000001328100004475320000000000000000000000000000000000000000000000000000000000000000391164AL02 W     000035228300000000000331201200000040040000002385
H2AL03032ROGERS, MICHAEL DENNIS                I2REP0000604106000000000000005635280000170000000020425900002448370000000000000000000000000000000000000000000000000000000000000000271821AL03 W     000032700000000020000331201200000010000000000000
H6AL04098ADERHOLT, ROBERT BROWN                I2REP0000742201000000000000005155310000000000000004660900002732790000000000000000000000001000000000000000000015000000000000000000306428AL04 W     000033525000000000000331201200000005000000006000
H2AL05094HOLLEY, CHARLIE LEE                   C1DEM0000008590000000000000000077290000000000000000005000000009100000000000000000000000000000000000000000000000000000000040300000008590AL05 W     000000000000000000000331201200000000000000000000
H0AL05163BROOKS, MO                            I2REP0000593298000001134600003062160000000000000005042000003375030000000000000000000000000000000000000000000000000000000000000000263450AL05 W     000031784800000000000331201200000001000000000000
H8AL05109GRIFFITH, R PARKER                    C2REP0000594041000000000000005871420000000000000000031600000072140000158000000041000000000000000000000000000000000000004100000000020366AL05       000000000000000000000331201200000002360000000000
H2AL06142BAILEY, PENNY HUGGINS                 C1DEM0000010243000000000000000050360000000000000000000000000052060000000000000000000000000000000000000000000000000000000000000000005243AL06 W     000000500000000000000330201200000000000000000000
H2AL06035BACHUS, SPENCER T III                 I2REP0002254328000000000000021807750000000000000043995900005135120000000000000000000000000000000000000000000000000000000000000000936602AL06 W     000120930800000000000331201200000015000000012000
H2AL06100STANDRIDGE, JACK DAVID                C2REP0000040299000000000000000376760000000000000000000000000026230000000000000000800000000000000000000000000000000000000080000000032299AL06       000000000000000000000222201200000000000000000000
H2AL06126BEASON, SCOTT                         C2REP0000135445000000000000001099150000000000000000000000000080960000000200000000000000000000000000000000000000000000000000000000135245AL06       000000000000000000000331201200000000000000000000
H0AL07086SEWELL, TERRYCINA ANDREA              I1DEM0000791292000000000000004776180000066532000003601800003496920000000000000000000000000000000000000000000000000000000000000000402196AL07 W     000038690000000000000331201200000000000000002500
